s,a,r,sp
25259,7,-225,25259
25259,2,-100,24259
24259,1,-225,23258
23258,6,-100,23256
23256,7,-225,23255
23255,4,0,22753
22753,4,0,22251
22251,4,0,21749
21749,6,-100,21246
21246,6,-100,21244
21244,3,-25,20741
20741,6,-100,20738
20738,1,-225,20234
20234,7,-225,20231
20231,7,-225,20227
20227,5,-25,20224
20224,3,-25,19720
19720,3,-25,19216
19216,6,-100,19712
19712,4,0,19208
19208,2,-100,19204
19204,7,-225,19200
19200,3,-25,19196
19196,3,-25,19192
19192,1,-225,19188
19188,6,-100,19684
19684,4,0,19680
19680,2,-100,19677
19677,7,-225,20173
20173,7,-225,20671
20671,3,-25,21168
21168,3,-25,21165
21165,2,-100,21163
21163,7,-225,22161
22161,5,-25,22659
22659,6,-100,23658
23658,5,-25,24158
24158,2,-100,24157
24157,2,-100,24657
24657,4,0,25157
25157,6,-100,25658
25658,2,-100,26159
26159,2,-100,26159
26159,6,-100,26661
26661,6,-100,27663
27663,2,-100,27665
27665,6,-100,28667
28667,3,-25,28670
28670,4,0,29173
29173,5,-25,29676
29676,3,-25,29679
29679,2,-100,29683
29683,6,-100,30186
30186,1,-225,30190
30190,2,-100,30194
30194,7,-225,30197
30197,6,-100,30701
30701,5,-25,31206
31206,2,-100,30710
30710,4,0,30714
30714,7,-225,30718
30718,3,-25,30722
30722,3,-25,30225
30225,4,0,30229
30229,3,-25,29732
29732,5,-25,29235
29235,7,-225,29239
29239,5,-25,29242
29242,2,-100,28744
28744,3,-25,28246
28246,4,0,27748
27748,1,-225,26749
26749,5,-25,26750
26750,7,-225,26251
26251,2,-100,25752
25752,5,-25,25252
25252,2,-100,24752
24752,3,-25,23751
23751,4,0,23250
23250,3,-25,22748
22748,3,-25,22246
22246,2,-100,21244
21244,6,-100,21241
21241,6,-100,21239
21239,7,-225,21236
21236,2,-100,20733
20733,2,-100,20229
20229,6,-100,20226
20226,4,0,19722
19722,7,-225,19719
19719,4,0,19715
19715,6,-100,20212
20212,6,-100,20208
20208,4,0,20205
25343,3,-25,24715
24715,3,-25,24215
24215,3,-25,24214
24214,3,-25,23714
23714,3,-25,23713
23713,3,-25,23212
23212,3,-25,23210
23210,3,-25,23209
23209,3,-25,22707
22707,3,-25,22706
22706,3,-25,22204
22204,3,-25,22202
22202,3,-25,22200
22200,3,-25,22198
22198,3,-25,22196
22196,3,-25,21694
21694,3,-25,21692
21692,3,-25,21689
21689,3,-25,21687
21687,3,-25,21685
21685,3,-25,21683
21683,3,-25,22181
22181,3,-25,22179
22179,3,-25,22177
22177,3,-25,22175
22175,3,-25,22674
22674,3,-25,22672
22672,3,-25,22670
22670,3,-25,23169
23169,3,-25,23168
23168,3,-25,23667
23667,3,-25,23666
23666,3,-25,24165
24165,3,-25,24165
24165,3,-25,24665
24665,3,-25,24665
24665,3,-25,25165
25165,5,-25,25665
25665,5,-25,26166
26166,5,-25,26667
26667,5,-25,27169
27169,5,-25,27671
27671,5,-25,28173
28173,5,-25,28676
28676,5,-25,29179
29179,5,-25,29682
29682,5,-25,30186
30186,5,-25,30190
30190,5,-25,30694
30694,5,-25,31198
31198,5,-25,31202
31202,5,-25,31207
31207,5,-25,31712
31712,5,-25,31716
31716,5,-25,31721
31721,5,-25,31726
31726,5,-25,31730
31730,5,-25,31735
31735,5,-25,31239
31239,5,-25,31244
31244,5,-25,30748
30748,5,-25,30752
30752,5,-25,30256
30256,5,-25,29759
29759,5,-25,29762
29762,5,-25,29265
29265,5,-25,28768
28768,5,-25,28270
28270,5,-25,27772
27772,5,-25,27274
27274,5,-25,26775
26775,5,-25,26276
26276,5,-25,25776
25776,5,-25,25276
25276,5,-25,24776
24776,3,-25,23775
23775,3,-25,23274
23274,3,-25,22272
22272,3,-25,21270
21270,3,-25,20766
20766,3,-25,19763
19763,3,-25,19259
19259,3,-25,18254
18254,3,-25,17749
17749,3,-25,17243
17243,3,-25,16738
16738,3,-25,16231
16231,3,-25,15725
15725,3,-25,15218
15218,3,-25,15211
15211,3,-25,14704
14704,3,-25,14696
14696,3,-25,14689
14689,3,-25,14682
14682,3,-25,14675
14675,3,-25,14667
14667,3,-25,15160
15160,3,-25,15154
15154,3,-25,15647
15647,3,-25,16141
16141,3,-25,16635
16635,3,-25,17130
17130,3,-25,17624
17624,3,-25,18120
18120,3,-25,18615
18615,3,-25,19611
19611,3,-25,20108
20108,3,-25,20605
20605,3,-25,21603
21603,3,-25,22101
22101,3,-25,22599
22599,3,-25,23599
23599,3,-25,24098
24098,3,-25,25098
25098,5,-25,26099
26099,5,-25,27101
27101,5,-25,28103
28103,5,-25,29106
29106,5,-25,30109
30109,5,-25,31114
31114,5,-25,32119
32119,5,-25,33125
33125,5,-25,33631
33631,5,-25,34638
34638,5,-25,35645
35645,5,-25,36153
36153,5,-25,37162
37162,5,-25,37671
37671,5,-25,38180
38180,5,-25,38690
38690,5,-25,38699
38699,5,-25,39209
39209,5,-25,39219
39219,5,-25,39229
39229,5,-25,39239
39239,5,-25,38749
38749,5,-25,38759
38759,5,-25,38268
38268,5,-25,37777
37777,5,-25,37286
37286,5,-25,36794
36794,5,-25,35802
35802,5,-25,35309
35309,5,-25,34816
34816,5,-25,33822
33822,5,-25,33328
33328,5,-25,32333
32333,5,-25,31837
31837,5,-25,30842
30842,5,-25,30345
30345,5,-25,29348
29348,5,-25,28351
28351,5,-25,27852
27852,5,-25,26854
26854,5,-25,26355
26355,5,-25,25355
25355,5,-25,24855
24855,3,-25,23854
23854,3,-25,22352
22352,3,-25,21349
21349,3,-25,20346
20346,3,-25,19342
19342,3,-25,18337
18337,3,-25,17331
17331,3,-25,15825
15825,3,-25,14818
14818,3,-25,13810
13810,3,-25,12801
12801,3,-25,11792
11792,3,-25,10782
10782,3,-25,10272
10272,3,-25,9260
9260,3,-25,8749
8749,3,-25,7737
7737,3,-25,7224
7224,3,-25,7212
7212,3,-25,6699
6699,3,-25,6686
6686,3,-25,6673
6673,3,-25,6660
6660,3,-25,7148
7148,3,-25,7636
7636,3,-25,8124
8124,3,-25,8612
8612,3,-25,9101
9101,3,-25,10091
10091,3,-25,10581
10581,3,-25,11571
11571,3,-25,12063
12063,3,-25,13054
13054,3,-25,13546
13546,3,-25,14539
14539,3,-25,15032
15032,3,-25,16026
16026,3,-25,16520
16520,3,-25,17015
17015,3,-25,18010
18010,3,-25,18506
18506,3,-25,19002
19002,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,28508
28508,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,36554
36554,5,-25,37563
37563,5,-25,38573
38573,5,-25,39584
39584,5,-25,41095
41095,5,-25,42107
42107,5,-25,43120
43120,5,-25,43633
43633,5,-25,44647
44647,5,-25,45662
45662,5,-25,46177
46177,5,-25,46692
46692,5,-25,46707
46707,5,-25,47223
47223,5,-25,46738
46738,5,-25,46754
46754,5,-25,46269
46269,5,-25,45784
45784,5,-25,45298
45298,5,-25,44812
44812,5,-25,44325
44325,5,-25,43338
43338,5,-25,42350
42350,5,-25,41862
41862,5,-25,40874
40874,5,-25,40384
40384,5,-25,39895
39895,5,-25,38904
38904,5,-25,38414
38414,5,-25,37923
37923,5,-25,37432
37432,5,-25,37440
37440,5,-25,36949
36949,5,-25,36957
36957,5,99975,36965
25343,7,-225,25191
25191,5,-25,25692
25692,6,-100,26193
26193,6,-100,26694
26694,5,-25,26695
26695,3,-25,26697
26697,7,-225,27198
27198,2,-100,27200
27200,1,-225,26701
26701,7,-225,27202
27202,2,-100,26704
26704,3,-25,26705
26705,4,0,26706
26706,5,-25,26707
26707,2,-100,26208
26208,4,0,26209
26209,1,-225,26210
26210,6,-100,26211
26211,1,-225,25712
25712,4,0,25712
25712,4,0,25713
25713,7,-225,26214
26214,7,-225,26215
26215,3,-25,26215
26215,2,-100,25716
25716,6,-100,25716
25716,7,-225,25717
25717,3,-25,25717
25717,6,-100,25718
25718,2,-100,25218
25218,1,-225,24718
24718,7,-225,25218
25218,5,-25,25218
25218,7,-225,25219
25219,7,-225,25219
25219,4,0,25219
25219,5,-25,25219
25219,5,-25,25220
25220,4,0,25220
25220,1,-225,24720
24720,1,-225,24219
24219,1,-225,23718
23718,2,-100,23217
23217,5,-25,23216
23216,5,-25,23215
23215,7,-225,23714
23714,7,-225,23713
23713,5,-25,23712
23712,5,-25,23711
23711,7,-225,24211
24211,5,-25,24210
24210,7,-225,24710
24710,1,-225,24209
24209,4,0,24209
24209,6,-100,24208
24208,5,-25,24708
24708,5,-25,24708
24708,6,-100,24708
24708,1,-225,24707
24707,2,-100,24207
24207,5,-25,24206
24206,5,-25,24706
24706,2,-100,24205
24205,1,-225,23705
23705,4,0,23704
23704,3,-25,23703
23703,1,-225,23202
23202,3,-25,23201
23201,7,-225,23700
23700,6,-100,24199
24199,2,-100,23698
23698,5,-25,24197
24197,3,-25,23697
23697,4,0,24196
24196,3,-25,23695
23695,1,-225,23694
23694,2,-100,23693
23693,3,-25,23692
23692,3,-25,23691
23691,4,0,23690
23690,4,0,23690
23690,3,-25,23689
23689,7,-225,24188
24188,1,-225,24188
24188,4,0,24187
24187,3,-25,24187
24187,2,-100,24186
24186,4,0,24186
24186,1,-225,24185
24185,4,0,24685
24685,4,0,24685
24685,7,-225,25185
25185,5,-25,25685
25685,5,-25,25686
25686,6,-100,26687
26687,6,-100,26689
26689,7,-225,27190
27190,2,-100,27192
27192,5,-25,27694
27694,2,-100,27196
27196,5,-25,27697
27697,2,-100,27199
27199,4,0,27701
27701,6,-100,27703
27703,5,-25,28205
28205,2,-100,27707
27707,7,-225,28209
28209,1,-225,27711
27711,4,0,27713
27713,2,-100,27214
27214,5,-25,27216
27216,6,-100,27218
27218,3,-25,27219
27219,7,-225,27221
27221,2,-100,26722
26722,1,-225,26223
26223,3,-25,25724
25724,6,-100,26224
26224,4,0,25725
25725,7,-225,25726
25726,5,-25,25726
25726,7,-225,26227
26227,7,-225,26228
26228,2,-100,25728
25728,7,-225,25729
25729,2,-100,25229
25229,1,-225,24228
24228,4,0,24228
24228,4,0,23727
23727,3,-25,23726
23726,3,-25,23225
23225,7,-225,23224
23224,3,-25,22722
22722,7,-225,23221
23221,3,-25,22719
22719,4,0,22718
22718,6,-100,22716
22716,5,-25,22714
22714,7,-225,23213
23213,6,-100,23212
23212,3,-25,23210
23210,5,-25,23209
23209,1,-225,22708
22708,1,-225,22206
22206,7,-225,22704
22704,3,-25,22702
22702,7,-225,22701
22701,7,-225,23200
23200,4,0,23198
23198,3,-25,23197
23197,3,-25,23196
23196,4,0,23195
23195,7,-225,23694
23694,4,0,23693
23693,7,-225,24192
24192,5,-25,24692
24692,2,-100,24192
24192,6,-100,24691
24691,4,0,24691
24691,6,-100,25192
25192,7,-225,25692
25692,6,-100,26193
26193,7,-225,26694
26694,3,-25,26695
26695,7,-225,27197
27197,5,-25,27199
27199,1,-225,27200
27200,5,-25,27202
27202,2,-100,26703
26703,5,-25,27205
27205,2,-100,26706
26706,5,-25,27207
27207,2,-100,26708
26708,6,-100,26710
26710,4,0,26711
26711,1,-225,26712
26712,7,-225,26713
26713,4,0,26715
26715,2,-100,26215
26215,7,-225,26217
26217,5,-25,26218
26218,6,-100,26719
26719,3,-25,26220
26220,7,-225,26221
26221,5,-25,26222
26222,1,-225,25722
25722,2,-100,25223
25223,1,-225,24723
24723,1,-225,24222
24222,3,-25,24222
24222,5,-25,24221
24221,1,-225,23720
23720,5,-25,23719
23719,5,-25,23718
23718,5,-25,23717
23717,2,-100,23216
23216,6,-100,23215
23215,2,-100,22714
22714,7,-225,23212
23212,3,-25,22711
22711,7,-225,23210
23210,3,-25,23208
23208,6,-100,23207
23207,5,-25,23206
23206,1,-225,23205
23205,5,-25,23203
23203,1,-225,22702
22702,4,0,22700
22700,3,-25,22699
22699,6,-100,23198
23198,3,-25,23196
23196,2,-100,22695
22695,3,-25,22693
22693,7,-225,23192
23192,1,-225,23191
23191,1,-225,22690
22690,1,-225,22688
22688,1,-225,22686
22686,4,0,22685
22685,5,-25,23184
23184,2,-100,23182
23182,6,-100,23682
23682,1,-225,23681
23681,5,-25,24180
24180,3,-25,24179
24179,3,-25,24179
24179,3,-25,24178
24178,7,-225,24678
24678,2,-100,24678
24678,4,0,25179
25179,2,-100,25179
25179,1,-225,25179
25179,3,-25,25179
25179,2,-100,25179
25179,6,-100,25680
25680,4,0,26181
26181,7,-225,26682
26682,5,-25,27183
27183,5,-25,27185
27185,2,-100,27186
27186,3,-25,27188
27188,1,-225,27190
27190,1,-225,27191
27191,3,-25,27193
27193,2,-100,26694
26694,6,-100,27196
27196,5,-25,27697
27697,6,-100,27700
27700,6,-100,28202
28202,7,-225,28704
28704,3,-25,28707
28707,4,0,28209
28209,3,-25,28212
28212,7,-225,28714
28714,6,-100,28717
28717,7,-225,28720
28720,3,-25,28722
28722,1,-225,28224
28224,7,-225,28227
28227,6,-100,28229
28229,5,-25,28231
28231,1,-225,27733
27733,1,-225,27234
27234,4,0,26736
26736,2,-100,26236
26236,5,-25,25737
25737,2,-100,25237
25237,4,0,24737
24737,4,0,24737
24737,2,-100,23736
23736,3,-25,23235
23235,2,-100,22733
22733,6,-100,22732
22732,4,0,22730
22730,6,-100,22729
22729,6,-100,22727
22727,3,-25,22225
22225,1,-225,21723
21723,3,-25,21220
21220,1,-225,20717
20717,3,-25,20714
20714,7,-225,20711
20711,2,-100,20208
20208,4,0,20205
20205,2,-100,20201
20201,3,-25,20198
20198,5,-25,20195
20195,2,-100,20191
20191,2,-100,19687
19687,2,-100,19684
19684,3,-25,19680
19680,3,-25,19677
19677,4,0,20173
20173,3,-25,20170
20170,5,-25,20667
20667,4,0,21164
21164,6,-100,22162
22162,5,-25,22661
22661,6,-100,23159
23159,4,0,23659
23659,4,0,24158
24158,5,-25,24658
24658,4,0,25158
25158,6,-100,26159
26159,2,-100,26160
26160,5,-25,26662
26662,1,-225,27163
27163,2,-100,27165
27165,3,-25,27166
27166,5,-25,28168
28168,1,-225,28171
28171,7,-225,28673
28673,1,-225,28676
28676,6,-100,29179
29179,4,0,29682
29682,1,-225,29685
29685,7,-225,30189
30189,5,-25,30193
30193,4,0,30697
30697,7,-225,30701
30701,2,-100,30705
30705,4,0,30709
30709,6,-100,30713
30713,2,-100,30717
30717,7,-225,30721
30721,4,0,30725
30725,6,-100,30729
30729,5,-25,30733
30733,5,-25,30237
30237,2,-100,29740
29740,2,-100,29243
29243,3,-25,28745
28745,1,-225,27747
27747,3,-25,27249
27249,7,-225,27250
27250,6,-100,26752
26752,2,-100,26252
26252,3,-25,25753
25753,5,-25,25253
25253,6,-100,24753
24753,2,-100,24252
24252,3,-25,23751
23751,4,0,23250
23250,4,0,22748
22748,4,0,22246
22246,4,0,21744
21744,7,-225,21742
21742,1,-225,20739
20739,7,-225,20736
20736,1,-225,20233
20233,2,-100,19729
19729,7,-225,19725
19725,5,-25,19722
19722,3,-25,19218
19218,6,-100,19714
19714,3,-25,19210
19210,4,0,19206
19206,7,-225,19702
19702,2,-100,19198
19198,1,-225,19194
19194,1,-225,18689
18689,5,-25,19185
19185,1,-225,19181
19181,1,-225,18677
18677,6,-100,19673
19673,6,-100,20169
20169,5,-25,20666
20666,6,-100,21164
21164,6,-100,22162
22162,5,-25,22660
22660,3,-25,23159
23159,3,-25,23158
23158,3,-25,23657
23657,4,0,24156
24156,6,-100,24656
24656,4,0,25157
25157,2,-100,25657
25657,5,-25,26158
26158,5,-25,26660
26660,7,-225,27661
27661,1,-225,27663
27663,6,-100,28666
28666,4,0,28669
28669,7,-225,29672
29672,7,-225,30176
30176,7,-225,30680
30680,4,0,31184
31184,3,-25,31189
31189,2,-100,31193
31193,1,-225,30697
30697,1,-225,30701
30701,5,-25,30705
30705,1,-225,30709
30709,4,0,30713
30713,5,-25,30717
30717,4,0,30221
30221,5,-25,30225
30225,1,-225,29728
29728,5,-25,29732
29732,6,-100,29735
29735,2,-100,29238
29238,3,-25,28741
28741,2,-100,28243
28243,6,-100,27745
27745,2,-100,27246
27246,5,-25,26748
26748,5,-25,26749
26749,3,-25,26250
26250,6,-100,25750
25750,2,-100,25251
25251,2,-100,24250
24250,2,-100,23749
23749,5,-25,23248
23248,6,-100,23247
23247,6,-100,23245
23245,5,-25,22744
22744,6,-100,22742
22742,2,-100,22240
22240,3,-25,21738
21738,7,-225,21235
21235,1,-225,20732
20732,5,-25,20729
20729,1,-225,20226
20226,7,-225,20222
20222,2,-100,19719
19719,5,-25,19715
19715,5,-25,19711
19711,1,-225,19207
19207,4,0,19203
19203,6,-100,19700
19700,7,-225,20196
20196,3,-25,20193
20193,6,-100,20190
20190,6,-100,20687
20687,4,0,21184
21184,7,-225,21682
21682,4,0,21679
21679,3,-25,21677
21677,2,-100,21675
21675,6,-100,22673
22673,5,-25,23172
23172,2,-100,23171
23171,2,-100,23169
23169,4,0,23668
23668,1,-225,23667
23667,1,-225,23666
23666,3,-25,23666
23666,4,0,24165
24165,2,-100,24165
24165,7,-225,25165
25165,3,-25,25165
25165,1,-225,25165
25165,3,-25,25666
25666,6,-100,26167
26167,6,-100,27168
27168,5,-25,27670
27670,2,-100,27672
27672,6,-100,28175
28175,7,-225,28677
28677,7,-225,29681
29681,5,-25,29684
29684,7,-225,30688
30688,4,0,30692
30692,4,0,30696
30696,7,-225,31201
31201,4,0,31205
31205,1,-225,30709
30709,2,-100,30713
30713,5,-25,30717
30717,1,-225,30221
30221,2,-100,29724
29724,6,-100,29728
29728,6,-100,29731
29731,1,-225,29234
29234,3,-25,28737
28737,1,-225,28239
28239,1,-225,27741
27741,4,0,27243
27243,4,0,26744
26744,1,-225,26245
26245,3,-25,25745
25745,3,-25,24745
24745,3,-25,24245
24245,1,-225,23744
23744,3,-25,23242
23242,5,-25,22741
22741,2,-100,22239
22239,5,-25,22237
22237,2,-100,21234
21234,4,0,21231
21231,6,-100,21229
21229,7,-225,21226
21226,2,-100,20723
20723,5,-25,20720
20720,5,-25,20717
20717,1,-225,20213
20213,3,-25,19710
19710,7,-225,20206
20206,2,-100,19703
19703,4,0,19699
25343,3,-25,25188
25188,5,-25,25188
25188,5,-25,25689
25689,5,-25,26189
26189,5,-25,26190
26190,5,-25,26691
26691,5,-25,26693
26693,5,-25,27194
27194,5,-25,27196
27196,5,-25,27698
27698,5,-25,27700
27700,5,-25,28202
28202,5,-25,28205
28205,5,-25,28707
28707,5,-25,28710
28710,5,-25,28712
28712,5,-25,28715
28715,5,-25,28718
28718,5,-25,28721
28721,5,-25,28723
28723,5,-25,28726
28726,5,-25,28729
28729,5,-25,28731
28731,5,-25,28734
28734,5,-25,28236
28236,5,-25,28238
28238,5,-25,28241
28241,5,-25,27743
27743,5,-25,27744
27744,5,-25,27246
27246,5,-25,27247
27247,5,-25,26749
26749,5,-25,26250
26250,5,-25,26251
26251,5,-25,25751
25751,5,-25,25752
25752,5,-25,25252
25252,5,-25,24752
24752,3,-25,24251
24251,3,-25,23750
23750,3,-25,23249
23249,3,-25,22247
22247,3,-25,21745
21745,3,-25,21242
21242,3,-25,20739
20739,3,-25,20236
20236,3,-25,19732
19732,3,-25,19228
19228,3,-25,18724
18724,3,-25,18719
18719,3,-25,18215
18215,3,-25,17710
17710,3,-25,17705
17705,3,-25,17699
17699,3,-25,17694
17694,3,-25,17189
17189,3,-25,17684
17684,3,-25,17678
17678,3,-25,17673
17673,3,-25,17668
17668,3,-25,18163
18163,3,-25,18159
18159,3,-25,18654
18654,3,-25,19150
19150,3,-25,19146
19146,3,-25,19642
19642,3,-25,20139
20139,3,-25,20636
20636,3,-25,21133
21133,3,-25,21631
21631,3,-25,22129
22129,3,-25,22628
22628,3,-25,23127
23127,3,-25,24126
24126,3,-25,24626
24626,3,-25,25126
25126,5,-25,26127
26127,5,-25,26628
26628,5,-25,27630
27630,5,-25,28633
28633,5,-25,29636
29636,5,-25,30140
30140,5,-25,31144
31144,5,-25,31649
31649,5,-25,32654
32654,5,-25,33160
33160,5,-25,33666
33666,5,-25,34173
34173,5,-25,34680
34680,5,-25,35187
35187,5,-25,35695
35695,5,-25,35702
35702,5,-25,36210
36210,5,-25,36218
36218,5,-25,36226
36226,5,-25,36234
36234,5,-25,35742
35742,5,-25,35749
35749,5,-25,35257
35257,5,-25,35264
35264,5,-25,34770
34770,5,-25,34277
34277,5,-25,33783
33783,5,-25,33289
33289,5,-25,32294
32294,5,-25,31799
31799,5,-25,31303
31303,5,-25,30807
30807,5,-25,29811
29811,5,-25,29313
29313,5,-25,28316
28316,5,-25,27818
27818,5,-25,26819
26819,5,-25,26320
26320,5,-25,25320
25320,5,-25,24820
24820,3,-25,23819
23819,3,-25,22817
22817,3,-25,21315
21315,3,-25,20311
20311,3,-25,19308
19308,3,-25,18303
18303,3,-25,17298
17298,3,-25,16291
16291,3,-25,15785
15785,3,-25,14777
14777,3,-25,13770
13770,3,-25,12761
12761,3,-25,12252
12252,3,-25,11743
11743,3,-25,11233
11233,3,-25,10723
10723,3,-25,10212
10212,3,-25,10202
10202,3,-25,9691
9691,3,-25,9681
9681,3,-25,10170
10170,3,-25,10160
10160,3,-25,10649
10649,3,-25,10640
10640,3,-25,11130
11130,3,-25,11621
11621,3,-25,12612
12612,3,-25,13104
13104,3,-25,13596
13596,3,-25,14589
14589,3,-25,15082
15082,3,-25,16076
16076,3,-25,16570
16570,3,-25,17565
17565,3,-25,18060
18060,3,-25,19056
19056,3,-25,20053
20053,3,-25,20550
20550,3,-25,21547
21547,3,-25,22045
22045,3,-25,23044
23044,3,-25,23543
23543,3,-25,24543
24543,3,-25,25043
25043,5,-25,26044
26044,5,-25,27046
27046,5,-25,28048
28048,5,-25,29552
29552,5,-25,30555
30555,5,-25,31560
31560,5,-25,32566
32566,5,-25,33572
33572,5,-25,34579
34579,5,-25,36087
36087,5,-25,37095
37095,5,-25,38105
38105,5,-25,39115
39115,5,-25,40125
40125,5,-25,40636
40636,5,-25,41648
41648,5,-25,42661
42661,5,-25,43173
43173,5,-25,43687
43687,5,-25,43700
43700,5,-25,44213
44213,5,-25,44227
44227,5,-25,44240
44240,5,-25,43754
43754,5,-25,43767
43767,5,-25,43280
43280,5,-25,42792
42792,5,-25,41804
41804,5,-25,41316
41316,5,-25,40827
40827,5,-25,39837
39837,5,-25,38847
38847,5,-25,38356
38356,5,-25,37365
37365,5,-25,36873
36873,5,-25,35881
35881,5,-25,35388
35388,5,-25,34895
34895,5,-25,34401
34401,5,-25,33407
33407,5,-25,32913
32913,5,-25,32418
32418,5,-25,31923
31923,5,-25,31928
31928,5,-25,31432
31432,5,-25,30936
30936,5,-25,30940
30940,5,-25,30444
30444,5,-25,30447
30447,5,-25,29951
29951,5,-25,29954
29954,5,-25,29957
29957,5,-25,29960
29960,5,99975,29464
25343,3,-25,24734
24734,3,-25,24233
24233,3,-25,23732
23732,3,-25,23231
23231,3,-25,22729
22729,3,-25,22227
22227,3,-25,21725
21725,3,-25,21723
21723,3,-25,21220
21220,3,-25,20717
20717,3,-25,20714
20714,3,-25,20211
20211,3,-25,20208
20208,3,-25,19704
19704,3,-25,19700
19700,3,-25,19697
19697,3,-25,19693
19693,3,-25,19689
19689,3,-25,19685
19685,3,-25,19682
19682,3,-25,19678
19678,3,-25,19674
19674,3,-25,20171
20171,3,-25,20168
20168,3,-25,20664
20664,3,-25,20661
20661,3,-25,21159
21159,3,-25,21156
21156,3,-25,21654
21654,3,-25,22152
22152,3,-25,22150
22150,3,-25,22648
22648,3,-25,23147
23147,3,-25,23646
23646,3,-25,24146
24146,3,-25,24645
24645,3,-25,24645
24645,3,-25,25145
25145,5,-25,26146
26146,5,-25,26648
26648,5,-25,27649
27649,5,-25,28152
28152,5,-25,28654
28654,5,-25,29658
29658,5,-25,30161
30161,5,-25,30665
30665,5,-25,31170
31170,5,-25,31675
31675,5,-25,32180
32180,5,-25,32686
32686,5,-25,33191
33191,5,-25,33197
33197,5,-25,33703
33703,5,-25,33710
33710,5,-25,33716
33716,5,-25,34222
34222,5,-25,33729
33729,5,-25,33735
33735,5,-25,33741
33741,5,-25,33247
33247,5,-25,33253
33253,5,-25,32758
32758,5,-25,32764
32764,5,-25,32269
32269,5,-25,31773
31773,5,-25,31278
31278,5,-25,30782
30782,5,-25,30285
30285,5,-25,29288
29288,5,-25,28791
28791,5,-25,28293
28293,5,-25,27795
27795,5,-25,26796
26796,5,-25,26297
26297,5,-25,25798
25798,5,-25,24798
24798,3,-25,23797
23797,3,-25,23296
23296,3,-25,22294
22294,3,-25,21291
21291,3,-25,20287
20287,3,-25,19283
19283,3,-25,18279
18279,3,-25,17773
17773,3,-25,16768
16768,3,-25,15761
15761,3,-25,15254
15254,3,-25,14747
14747,3,-25,14239
14239,3,-25,13231
13231,3,-25,13223
13223,3,-25,12714
12714,3,-25,12205
12205,3,-25,12196
12196,3,-25,12187
12187,3,-25,12178
12178,3,-25,12169
12169,3,-25,12661
12661,3,-25,12652
12652,3,-25,13144
13144,3,-25,13636
13636,3,-25,14128
14128,3,-25,14621
14621,3,-25,15114
15114,3,-25,16108
16108,3,-25,16602
16602,3,-25,17097
17097,3,-25,18092
18092,3,-25,18588
18588,3,-25,19584
19584,3,-25,20081
20081,3,-25,21078
21078,3,-25,21576
21576,3,-25,22574
22574,3,-25,23073
23073,3,-25,24073
24073,3,-25,25073
25073,5,-25,26073
26073,5,-25,27075
27075,5,-25,28077
28077,5,-25,29080
29080,5,-25,30084
30084,5,-25,31589
31589,5,-25,32594
32594,5,-25,33600
33600,5,-25,34607
34607,5,-25,35614
35614,5,-25,36623
36623,5,-25,37131
37131,5,-25,38141
38141,5,-25,39151
39151,5,-25,39661
39661,5,-25,40172
40172,5,-25,40683
40683,5,-25,41195
41195,5,-25,41706
41706,5,-25,41718
41718,5,-25,41730
41730,5,-25,41742
41742,5,-25,41253
41253,5,-25,41264
41264,5,-25,40775
40775,5,-25,40286
40286,5,-25,39296
39296,5,-25,38806
38806,5,-25,38315
38315,5,-25,37324
37324,5,-25,36832
36832,5,-25,35840
35840,5,-25,35347
35347,5,-25,34354
34354,5,-25,33860
33860,5,-25,32865
32865,5,-25,32370
32370,5,-25,31375
31375,5,-25,30879
30879,5,-25,29882
29882,5,-25,29385
29385,5,-25,28888
28888,5,-25,27890
27890,5,-25,27391
27391,5,-25,26892
26892,5,-25,25893
25893,5,-25,25393
25393,5,-25,24893
24893,3,-25,23892
23892,3,-25,22891
22891,3,-25,21888
21888,3,-25,20885
20885,3,-25,19882
19882,3,-25,18878
18878,3,-25,17873
17873,3,-25,16867
16867,3,-25,15860
15860,3,-25,14853
14853,3,-25,13845
13845,3,-25,12836
12836,3,-25,11827
11827,3,-25,10317
10317,3,-25,9306
9306,3,-25,8294
8294,3,-25,7282
7282,3,-25,6769
6769,3,-25,5755
5755,3,-25,5241
5241,3,-25,4727
4727,3,-25,4212
4212,3,-25,3697
3697,3,-25,3682
3682,3,-25,3667
3667,3,-25,4153
4153,3,-25,4638
4638,3,-25,5124
5124,3,-25,5611
5611,3,-25,6098
6098,3,-25,7085
7085,3,-25,7573
7573,3,-25,8561
8561,3,-25,9050
9050,3,-25,10040
10040,3,-25,10530
10530,3,-25,11520
11520,3,-25,12011
12011,3,-25,12503
12503,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,28508
28508,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,36554
36554,5,-25,37563
37563,5,-25,38573
38573,5,-25,39584
39584,5,-25,41095
41095,5,-25,42107
42107,5,-25,43120
